,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18
0,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
1,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
2,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
3,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
4,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
5,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
6,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
7,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
8,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
9,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
10,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
11,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
12,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
13,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
14,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
15,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
16,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
17,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
18,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
19,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
20,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
21,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
22,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
23,0.240578,0.198492,0.165201,0.094221,0.057161,0.037688,0.030779,0.023869,0.022613,0.017588,0.016332,0.015704,0.013819,0.013191,0.013191,0.008794,0.008166,0.007538,0.006281
